Claude|企业	claude-haiku-4-5	12	0	0	0	
Claude|企业	claude-haiku-4-5-thinking	12	0	0	0	
Claude|企业	claude-opus-4	12	0	0	0	
Claude|企业	claude-opus-4-1	12	0	0	0	
Claude|企业	claude-opus-4-1-thinking	12	0	0	0	
Claude|企业	claude-opus-4-5	12	0	0	0	
Claude|企业	claude-opus-4-5-thinking	12	0	0	0	
Claude|企业	claude-opus-4-6	12	0	0	0	
Claude|企业	claude-opus-4-6	13	1	0	0	
Claude|企业	claude-opus-4-6	15	1	0	0	
Claude|企业	claude-opus-4-6	16	0	0	0	
Claude|企业	claude-opus-4-6	25	1	0	0	
Claude|企业	claude-opus-4-6	26	0	0	0	
Claude|企业	claude-opus-4-6-thinking	13	1	0	0	
Claude|企业	claude-opus-4-6-thinking	15	1	0	0	
Claude|企业	claude-opus-4-6-thinking	25	1	0	0	
Claude|企业	claude-opus-4-6-thinking	26	0	0	0	
Claude|企业	claude-opus-4-thinking	12	0	0	0	
Claude|企业	claude-sonnet-4	12	0	0	0	
Claude|企业	claude-sonnet-4-5	12	0	0	0	
Claude|企业	claude-sonnet-4-6	12	0	0	0	
Claude|企业	claude-sonnet-4-6	13	1	0	0	
Claude|企业	claude-sonnet-4-6	15	1	0	0	
Claude|企业	claude-sonnet-4-6	16	0	0	0	
Claude|企业	claude-sonnet-4-6	25	1	0	0	
Claude|企业	claude-sonnet-4-6	26	0	0	0	
Claude|企业	claude-sonnet-4-6-thinking	13	1	0	0	
Claude|企业	claude-sonnet-4-6-thinking	15	1	0	0	
Claude|企业	claude-sonnet-4-6-thinking	25	1	0	0	
Claude|企业	claude-sonnet-4-6-thinking	26	0	0	0	
Claude|企业	claude-sonnet-4-thinking	12	0	0	0	
Claude|反代	claude-opus-4-5	19	0	0	0	
Claude|反代	claude-opus-4-6	19	0	0	0	
Claude|反代	claude-opus-4-6	24	1	0	0	
Claude|反代	claude-opus-4-6-thinking	19	0	0	0	
Claude|反代	claude-opus-4-6-thinking	24	1	0	0	
Claude|反代	claude-sonnet-4-6	19	0	0	0	
Claude|反代	claude-sonnet-4-6	24	1	0	0	
Claude|反代|特价	claude-haiku-4-5	23	1	0	0	
Claude|反代|特价	claude-haiku-4-5-thinking	23	1	0	0	
Claude|反代|特价	claude-opus-4-6	20	0	0	0	
Claude|反代|特价	claude-opus-4-6	28	1	0	0	
Claude|反代|特价	claude-opus-4-6-thinking	20	0	0	0	
Claude|反代|特价	claude-sonnet-4	23	1	0	0	
Claude|反代|特价	claude-sonnet-4-5	23	1	0	0	
Claude|反代|特价	claude-sonnet-4-5-thinking	23	1	0	0	
Claude|反代|特价	claude-sonnet-4-6	20	0	0	0	
Claude|反代|特价	claude-sonnet-4-thinking	23	1	0	0	
Claude|官转	claude-opus-4-5	14	1	0	0	
Claude|官转	claude-opus-4-6	14	1	0	0	
Claude|官转	claude-sonnet-4-5	14	1	0	0	
Claude|官转	claude-sonnet-4-6	14	1	0	0	
Codex|自营	gpt-5.2	1	1	0	0	
Codex|自营	gpt-5.3-codex	1	1	0	0	
Codex|自营	gpt-5.4	1	1	0	0	
Codex|自营	gpt-5.4-mini	1	1	0	0	
Codex|自营	gpt-5.4-thinking	1	1	0	0	
DeepSeek|自营	deepseek-3.1	9	0	0	0	
DeepSeek|自营	deepseek-3.1-terminus	9	0	0	0	
DeepSeek|自营	deepseek-3.2	2	1	0	0	
DeepSeek|自营	deepseek-3.2	9	0	0	0	
DeepSeek|自营	deepseek-3.2-thinking	2	1	0	0	
Gemini|反代	gemini-2.5-flash	29	1	0	0	
Gemini|反代	gemini-2.5-flash-lite	29	1	0	0	
Gemini|反代	gemini-3-flash	29	1	0	0	
Gemini|反代	gemini-3-flash-preview	29	1	0	0	
Gemini|反代	gemini-3-pro-preview	29	1	0	0	
Gemini|反代	gemini-3.1-flash-lite-preview	29	1	0	0	
Gemini|反代	gemini-3.1-pro	29	1	0	0	
Gemini|反代	gemini-3.1-pro-high	29	1	0	0	
Gemini|反代	gemini-3.1-pro-low	29	1	0	0	
Gemini|反代	gemini-3.1-pro-preview	29	1	0	0	
Gemini|多媒体	gemini-3.1-flash-image	30	0	0	0	
Gemini|多媒体	gemini-3.1-flash-image-preview	30	0	0	0	
Gemini|多媒体	nano-banana	21	1	0	0	
Grok|自营	grok-3	7	1	0	0	
Grok|自营	grok-3-mini	7	1	0	0	
Grok|自营	grok-3-thinking	7	1	0	0	
Grok|自营	grok-4	7	1	0	0	
Grok|自营	grok-4-thinking	7	1	0	0	
Grok|自营	grok-4.1-fast	7	1	0	0	
Grok|自营	grok-4.1-mini	7	1	0	0	
Grok|自营	grok-4.1-thinking	7	1	0	0	
Grok|自营	grok-4.20-beta	7	1	0	0	
JiMeng|多媒体	dance2-fast-10s	22	1	0	0	
JiMeng|多媒体	dance2-fast-15s	22	1	0	0	
JiMeng|多媒体	dance2-fast-5s	22	1	0	0	
JiMeng|多媒体	jimeng-3.0	22	1	0	0	
JiMeng|多媒体	jimeng-3.1	22	1	0	0	
JiMeng|多媒体	jimeng-4.0	22	1	0	0	
JiMeng|多媒体	jimeng-4.1	22	1	0	0	
JiMeng|多媒体	jimeng-4.5	22	1	0	0	
JiMeng|多媒体	jimeng-agent	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.0	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.0-10s	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.0-fast	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.0-fast-10s	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.0-pro	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.0-pro-10s	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.5-pro	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.5-pro-10s	22	1	0	0	
JiMeng|多媒体	jimeng-video-3.5-pro-12s	22	1	0	0	
JiMeng|多媒体	seedream-4.6	22	1	0	0	
JiMeng|多媒体	seedream-5.0	22	1	0	0	
Kimi|自营	kimi-k2-instruct	8	1	0	0	
Kimi|自营	kimi-k2-instruct-0905	8	1	0	0	
Kimi|自营	kimi-k2-thinking	8	1	0	0	
Kimi|自营	kimi-k2.5	8	1	0	0	
MiniMax|自营	minimax-m2.1	5	1	0	0	
MiniMax|自营	minimax-m2.1-thinking	5	1	0	0	
MiniMax|自营	minimax-m2.5	5	1	0	0	
MiniMax|自营	minimax-m2.5	10	1	0	0	
MiniMax|自营	minimax-m2.5-thinking	5	1	0	0	
Qwen|自营	qwen3-coder-480b-a35b-instruct	11	1	0	0	
Qwen|自营	qwen3-coder-next	4	1	0	0	
Qwen|自营	qwen3-coder-next-thinking	4	1	0	0	
Qwen|自营	qwen3-coder-plus	3	1	0	0	
Qwen|自营	qwen3-coder-plus-thinking-search	3	1	0	0	
Qwen|自营	qwen3.5-122b-a10b	3	1	0	0	
Qwen|自营	qwen3.5-122b-a10b	11	1	0	0	
Qwen|自营	qwen3.5-122b-a10b-thinking-search	3	1	0	0	
Qwen|自营	qwen3.5-397b-a17b	3	1	0	0	
Qwen|自营	qwen3.5-397b-a17b	11	1	0	0	
Qwen|自营	qwen3.5-397b-a17b-thinking-search	3	1	0	0	
Qwen|自营	qwen3.5-flash	3	1	0	0	
Qwen|自营	qwen3.5-flash-thinking-search	3	1	0	0	
Qwen|自营	qwen3.5-max	3	1	0	0	
Qwen|自营	qwen3.5-max-thinking-search	3	1	0	0	
Qwen|自营	qwen3.5-plus	3	1	0	0	
Qwen|自营	qwen3.5-plus-thinking-search	3	1	0	0	
ZhiPu|自营	glm-4.7	27	0	0	0	
ZhiPu|自营	glm-5	6	1	0	0	
ZhiPu|自营	glm-5	27	0	0	0	
ZhiPu|自营	glm-5-thinking	6	1	0	0	
