1	claude-haiku-4-5				1		1	0	1775875638	1775875638	\N	0
2	claude-haiku-4-5-thinking				1		1	0	1775875646	1775875646	\N	0
3	claude-opus-4				1		1	0	1775875655	1775875655	\N	0
4	claude-opus-4-1				1		1	0	1775875662	1775875662	\N	0
5	claude-opus-4-1-thinking				1		1	0	1775875670	1775875670	\N	0
6	claude-opus-4-5				1		1	0	1775875678	1775875678	\N	0
7	claude-opus-4-5-thinking				1		1	0	1775875684	1775875684	\N	0
8	claude-opus-4-6				1		1	0	1775875702	1775875702	\N	0
9	claude-opus-4-thinking				1		1	0	1775875719	1775875719	\N	0
10	claude-sonnet-4				1		1	0	1775875735	1775875735	\N	0
11	claude-sonnet-4-5				1		1	0	1775875742	1775875742	\N	0
12	claude-sonnet-4-5-thinking				1		1	0	1775875749	1775875749	\N	0
13	claude-sonnet-4-6				1		1	0	1775875755	1775875755	\N	0
14	claude-sonnet-4-6-thinking				1		1	0	1775875824	1775875824	\N	0
15	claude-sonnet-4-thinking				1		1	0	1775875832	1775875832	\N	0
16	claude-opus-4-6-thinking				1		1	0	1775875843	1775875843	\N	0
17	gpt-5				2	[\"openai\"]	1	0	1775875857	1775876506	\N	0
18	gpt-5-codex				2	[\"openai\"]	1	0	1775875864	1775876499	\N	0
19	gpt-5-codex-mini				2		1	0	1775875875	1775875875	\N	0
20	gpt-5.1				2		1	0	1775875883	1775875883	\N	0
21	gpt-5.1-codex				2		1	0	1775875894	1775875894	\N	0
22	gpt-5.1-codex-max				2		1	0	1775875900	1775875900	\N	0
23	gpt-5.1-codex-mini				2		1	0	1775875906	1775875906	\N	0
24	gpt-5.2				2		1	0	1775875922	1775875922	\N	0
25	gpt-5.2-codex				2		1	0	1775875928	1775875928	\N	0
26	gpt-5.3-codex				2		1	0	1775875934	1775875934	\N	0
27	gpt-5.4				2		1	0	1775875940	1775875940	\N	0
28	gpt-5.4-mini				2		1	0	1775875949	1775875949	\N	0
29	gpt-oss-120b-medium				2		1	0	1775875960	1775875960	\N	0
30	deepseek-3.1				3		1	0	1775875977	1775875977	\N	0
31	deepseek-3.1-terminus				3		1	0	1775875985	1775875985	\N	0
32	deepseek-3.2				3		1	0	1775875991	1775875991	\N	0
33	deepseek-3.2-thinking				3		1	0	1775876003	1775876003	\N	0
34	grok-3				4		1	0	1775876011	1775876011	\N	0
35	grok-3-mini				4		1	0	1775876018	1775876018	\N	0
36	grok-3-thinking				4		1	0	1775876025	1775876025	\N	0
37	grok-4				4		1	0	1775876033	1775876033	\N	0
38	grok-4-thinking				4		1	0	1775876039	1775876039	\N	0
39	grok-4.1-fast				4		1	0	1775876048	1775876048	\N	0
40	grok-4.1-mini				4		1	0	1775876072	1775876072	\N	0
41	grok-4.1-thinking				4		1	0	1775876078	1775876078	\N	0
42	grok-4.20-beta				4		1	0	1775876085	1775876085	\N	0
43	kimi-k2-instruct				5		1	0	1775876097	1775876097	\N	0
44	kimi-k2-instruct-0905				5		1	0	1775876104	1775876104	\N	0
45	kimi-k2-thinking				5		1	0	1775876113	1775876113	\N	0
46	kimi-k2.5				5		1	0	1775876119	1775876119	\N	0
47	minimax-m2.1				8		1	0	1775876177	1775876177	\N	0
48	minimax-m2.1-thinking				8		1	0	1775876183	1775876183	\N	0
49	minimax-m2.5				8		1	0	1775876189	1775876189	\N	0
50	minimax-m2.5-thinking				8		1	0	1775876196	1775876196	\N	0
51	qwen3-coder-480b-a35b-instruct				6		1	0	1775876206	1775876206	\N	0
52	qwen3-coder-next				6		1	0	1775876212	1775876212	\N	0
53	qwen3-coder-next-thinking				6		1	0	1775876230	1775876230	\N	0
54	qwen3-coder-plus				6		1	0	1775876236	1775876236	\N	0
55	qwen3-coder-plus-thinking-search				6		1	0	1775876242	1775876242	\N	0
56	qwen3.5-122b-a10b				6		1	0	1775876394	1775876394	\N	0
57	qwen3.5-122b-a10b-thinking-search				6		1	0	1775876400	1775876400	\N	0
58	qwen3.5-397b-a17b				6		1	0	1775876407	1775876407	\N	0
59	qwen3.5-397b-a17b-thinking-search				6		1	0	1775876413	1775876413	\N	0
60	qwen3.5-flash				6		1	0	1775876421	1775876421	\N	0
61	qwen3.5-flash-thinking-search				6		1	0	1775876427	1775876427	\N	0
62	qwen3.5-max				6		1	0	1775876435	1775876435	\N	0
63	qwen3.5-max-thinking-search				6		1	0	1775876442	1775876442	\N	0
64	qwen3.5-plus				6		1	0	1775876449	1775876449	\N	0
65	qwen3.5-plus-thinking-search				6		1	0	1775876455	1775876455	\N	0
66	glm-5				7	[\"openai\"]	1	0	1775876461	1775876476	\N	0
67	glm-5-thinking				7		1	0	1775876484	1775876484	\N	0
68	nano-banana				9		1	0	1775922323	1775922323	\N	0
69	dance2-fast-10s				10		1	0	1775924672	1775924672	\N	0
70	dance2-fast-15s				10		1	0	1775924681	1775924681	\N	0
71	dance2-fast-5s				10		1	0	1775924688	1775924688	\N	0
72	jimeng-3.0				10		1	0	1775924695	1775924695	\N	0
73	jimeng-3.1				10		1	0	1775924702	1775924702	\N	0
74	jimeng-4.0				10		1	0	1775924709	1775924709	\N	0
75	jimeng-4.1				10		1	0	1775924715	1775924715	\N	0
76	jimeng-4.5				10		1	0	1775924722	1775924722	\N	0
77	jimeng-agent				10		1	0	1775924728	1775924728	2026-04-11 16:25:34.013	0
78	jimeng-agent				10		1	0	1775924741	1775924741	\N	0
79	jimeng-video-3.0				10		1	0	1775924750	1775924750	\N	0
80	jimeng-video-3.0-10s				10		1	0	1775924757	1775924757	\N	0
81	jimeng-video-3.0-fast				10		1	0	1775924763	1775924763	\N	0
82	jimeng-video-3.0-fast-10s				10		1	0	1775924770	1775924770	\N	0
